state,district,latitude,longitude,soil_type,ph,nitrogen,phosphorus,potassium,organic_carbon,electrical_conductivity,moisture_content,temperature,Cropping_Season,Crop,Months,Rainfall,Humidity,Solar_Radiation,Wind_Speed,Soil_Fertility_Index,Water_Holding_Capacity,Micronutrients_Zinc,Micronutrients_Iron,Micronutrients_Boron,Historical_Yield,Pest_Disease_Incidence,Irrigation_Type,Market_Price,Fertilizer_Usage,Crop_Variety,NDVI
Chhattisgarh,Raipur,21.25,81.63,Red,7.72,259.0,33.2,193.8,0.89,0.4,27.1,23.9,Zaid,Watermelon,"3,4,5,6",16.9,77.2,15.64,18.1,Medium,41.0,3.08,12.94,0.35,4759.6,1.2,Sprinkler,24.42,248.6,Sugar Baby,0.799
Chhattisgarh,Raipur,21.25,81.63,Red,7.72,259.0,33.2,193.8,0.89,0.4,27.1,23.9,Zaid,Watermelon,"3,4,5,6",16.9,77.2,15.64,18.1,Medium,41.0,3.08,12.94,0.35,4488.6,3.8,Drip,24.42,294.1,Arka Manik,0.799
Chhattisgarh,Raipur,21.25,81.63,Red,7.72,259.0,33.2,193.8,0.89,0.4,27.1,23.9,Zaid,Sunflower,"3,4,5,6",16.9,77.2,15.64,18.1,Medium,41.0,3.08,12.94,0.35,4214.4,8.8,Sprinkler,31.0,246.2,TNAUSUF7,0.799
Chhattisgarh,Raipur,21.25,81.63,Red,7.72,259.0,33.2,193.8,0.89,0.4,27.1,23.9,Zaid,Sunflower,"3,4,5,6",16.9,77.2,15.64,18.1,Medium,41.0,3.08,12.94,0.35,4266.2,3.3,Rainfed,31.0,98.9,PSH1967,0.799
Chhattisgarh,Raipur,21.25,81.63,Red,7.72,259.0,33.2,193.8,0.89,0.4,27.1,23.9,Zaid,Cucumber,"3,4,5,6",16.9,77.2,15.64,18.1,Medium,41.0,3.08,12.94,0.35,2320.6,4.0,Drip,26.4,89.3,Pusa Sanyog,0.799
Chhattisgarh,Raipur,21.25,81.63,Red,7.72,259.0,33.2,193.8,0.89,0.4,27.1,23.9,Zaid,Cucumber,"3,4,5,6",16.9,77.2,15.64,18.1,Medium,41.0,3.08,12.94,0.35,1806.2,1.8,Flood,26.4,135.4,Swarn Ageti,0.799
Chhattisgarh,Raipur,21.25,81.63,Red,7.72,259.0,33.2,193.8,0.89,0.4,27.1,23.9,Zaid,Pumpkin,"3,4,5,6",16.9,77.2,15.64,18.1,Medium,41.0,3.08,12.94,0.35,2328.1,3.4,Flood,23.89,224.7,Arka Chandan,0.799
Chhattisgarh,Raipur,21.25,81.63,Red,7.72,259.0,33.2,193.8,0.89,0.4,27.1,23.9,Zaid,Pumpkin,"3,4,5,6",16.9,77.2,15.64,18.1,Medium,41.0,3.08,12.94,0.35,2156.3,3.7,Drip,23.89,180.7,Pusa Vishwas,0.799
Chhattisgarh,Raipur,21.25,81.63,Red,7.72,259.0,33.2,193.8,0.89,0.4,27.1,23.9,Zaid,Muskmelon,"3,4,5,6",16.9,77.2,15.64,18.1,Medium,41.0,3.08,12.94,0.35,3645.4,5.5,Flood,23.81,153.6,Hara Madhu,0.799
Chhattisgarh,Raipur,21.25,81.63,Red,7.72,259.0,33.2,193.8,0.89,0.4,27.1,23.9,Zaid,Muskmelon,"3,4,5,6",16.9,77.2,15.64,18.1,Medium,41.0,3.08,12.94,0.35,2260.0,2.2,Sprinkler,23.81,59.5,Pusa Madhuras,0.799
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Kharif,Rice,"6,7,8,9,10",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,2600.2,8.6,Flood,23.25,264.2,IR64,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Kharif,Rice,"6,7,8,9,10",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,3743.3,7.8,Sprinkler,23.25,238.7,Basmati 1121,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Kharif,Rice,"6,7,8,9,10",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,2885.9,9.2,Flood,23.25,251.7,Swarna,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Kharif,Rice,"6,7,8,9,10",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,1271.2,8.1,Flood,23.25,255.8,MTU1010,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Kharif,Maize,"6,7,8,9,10",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,5503.3,2.6,Flood,19.59,48.9,HQPM1,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Kharif,Maize,"6,7,8,9,10",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,5858.7,1.9,Sprinkler,19.59,176.4,DHM117,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Kharif,Maize,"6,7,8,9,10",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,4224.2,8.6,Sprinkler,19.59,293.0,Suwan-1,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Kharif,Cotton,"6,7,8,9,10",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,3490.8,6.9,Rainfed,65.29,205.5,Bunny Bt,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Kharif,Cotton,"6,7,8,9,10",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,2055.6,2.7,Rainfed,65.29,168.2,RCH 134,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Kharif,Cotton,"6,7,8,9,10",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,2448.8,8.8,Drip,65.29,230.4,LRA 5166,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Kharif,Soybean,"6,7,8,9,10",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,4008.0,3.0,Drip,37.84,245.4,JS-335,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Kharif,Soybean,"6,7,8,9,10",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,2339.8,2.6,Rainfed,37.84,290.8,MAUS-2,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Kharif,Groundnut,"6,7,8,9,10",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,4169.1,9.4,Flood,30.64,98.1,TMV7,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Kharif,Groundnut,"6,7,8,9,10",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,4372.2,1.0,Drip,30.64,147.9,JL24,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Rabi,Wheat,"10,11,12,1,2,3,4",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,5037.4,4.6,Flood,23.67,225.1,HD2967,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Rabi,Wheat,"10,11,12,1,2,3,4",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,3869.3,2.3,Rainfed,23.67,221.5,PBW343,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Rabi,Wheat,"10,11,12,1,2,3,4",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,4701.5,5.0,Rainfed,23.67,87.8,Lok1,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Rabi,Barley,"10,11,12,1,2,3,4",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,1974.4,6.8,Drip,31.36,138.3,RD2503,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Rabi,Barley,"10,11,12,1,2,3,4",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,5377.9,1.2,Rainfed,31.36,206.6,RD2552,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Rabi,Mustard,"10,11,12,1,2,3,4",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,4557.0,9.6,Drip,29.72,261.5,Pusa Bold,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Rabi,Mustard,"10,11,12,1,2,3,4",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,2282.1,3.6,Rainfed,29.72,216.3,Varuna,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Rabi,Gram,"10,11,12,1,2,3,4",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,3544.7,2.7,Rainfed,25.74,67.8,JG11,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Rabi,Gram,"10,11,12,1,2,3,4",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,5063.8,7.2,Rainfed,25.74,47.8,JG14,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Rabi,Lentils,"10,11,12,1,2,3,4",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,3496.1,4.3,Rainfed,25.63,93.0,PL406,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Rabi,Lentils,"10,11,12,1,2,3,4",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,1289.4,2.5,Flood,25.63,108.8,DPL62,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Zaid,Watermelon,"3,4,5,6",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,4463.9,3.5,Flood,28.49,277.7,Sugar Baby,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Zaid,Watermelon,"3,4,5,6",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,5333.2,5.1,Sprinkler,28.49,226.4,Arka Manik,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Zaid,Sunflower,"3,4,5,6",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,1911.0,2.9,Flood,20.93,126.0,TNAUSUF7,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Zaid,Sunflower,"3,4,5,6",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,2771.5,4.7,Rainfed,20.93,265.6,PSH1967,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Zaid,Cucumber,"3,4,5,6",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,1900.9,5.3,Drip,22.04,153.6,Pusa Sanyog,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Zaid,Cucumber,"3,4,5,6",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,4482.3,2.3,Drip,22.04,273.9,Swarn Ageti,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Zaid,Pumpkin,"3,4,5,6",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,5816.8,8.8,Rainfed,25.71,106.8,Arka Chandan,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Zaid,Pumpkin,"3,4,5,6",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,4896.5,1.1,Drip,25.71,114.2,Pusa Vishwas,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Zaid,Muskmelon,"3,4,5,6",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,4012.0,2.5,Sprinkler,31.4,273.2,Hara Madhu,0.682
Chhattisgarh,Bilaspur,22.08,82.15,Laterite,8.06,219.1,20.6,180.8,1.01,0.67,13.0,22.1,Zaid,Muskmelon,"3,4,5,6",43.5,65.8,18.98,13.5,Medium,30.8,1.9,3.0,0.64,2861.3,4.4,Sprinkler,31.4,206.0,Pusa Madhuras,0.682
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Kharif,Rice,"6,7,8,9,10",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,2946.3,4.1,Rainfed,30.77,50.9,IR64,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Kharif,Rice,"6,7,8,9,10",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,4790.1,6.6,Drip,30.77,149.0,Basmati 1121,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Kharif,Rice,"6,7,8,9,10",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,2940.3,7.4,Sprinkler,30.77,235.9,Swarna,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Kharif,Rice,"6,7,8,9,10",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,4562.3,4.0,Flood,30.77,186.5,MTU1010,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Kharif,Maize,"6,7,8,9,10",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,3102.6,6.6,Flood,15.27,154.6,HQPM1,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Kharif,Maize,"6,7,8,9,10",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,4593.0,2.4,Flood,15.27,78.5,DHM117,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Kharif,Maize,"6,7,8,9,10",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,2344.2,9.7,Rainfed,15.27,243.0,Suwan-1,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Kharif,Cotton,"6,7,8,9,10",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,4067.6,4.3,Rainfed,59.02,299.4,Bunny Bt,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Kharif,Cotton,"6,7,8,9,10",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,5388.3,4.7,Rainfed,59.02,280.8,RCH 134,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Kharif,Cotton,"6,7,8,9,10",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,1155.6,7.5,Flood,59.02,93.4,LRA 5166,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Kharif,Soybean,"6,7,8,9,10",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,2325.0,2.7,Rainfed,34.79,137.5,JS-335,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Kharif,Soybean,"6,7,8,9,10",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,4671.0,9.7,Rainfed,34.79,122.6,MAUS-2,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Kharif,Groundnut,"6,7,8,9,10",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,3878.9,2.9,Flood,29.84,184.1,TMV7,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Kharif,Groundnut,"6,7,8,9,10",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,3703.7,5.3,Drip,29.84,229.0,JL24,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Rabi,Wheat,"10,11,12,1,2,3,4",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,5526.2,7.9,Flood,23.67,224.7,HD2967,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Rabi,Wheat,"10,11,12,1,2,3,4",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,5897.7,4.7,Rainfed,23.67,105.4,PBW343,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Rabi,Wheat,"10,11,12,1,2,3,4",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,1524.0,5.7,Rainfed,23.67,287.0,Lok1,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Rabi,Barley,"10,11,12,1,2,3,4",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,2649.2,5.5,Sprinkler,24.31,167.0,RD2503,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Rabi,Barley,"10,11,12,1,2,3,4",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,2107.2,5.3,Rainfed,24.31,82.6,RD2552,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Rabi,Mustard,"10,11,12,1,2,3,4",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,5361.7,5.7,Flood,23.36,126.2,Pusa Bold,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Rabi,Mustard,"10,11,12,1,2,3,4",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,4580.2,5.7,Flood,23.36,43.2,Varuna,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Rabi,Gram,"10,11,12,1,2,3,4",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,3825.3,1.9,Rainfed,31.53,223.0,JG11,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Rabi,Gram,"10,11,12,1,2,3,4",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,3582.4,3.2,Drip,31.53,84.2,JG14,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Rabi,Lentils,"10,11,12,1,2,3,4",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,1932.3,3.4,Sprinkler,29.92,264.2,PL406,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Rabi,Lentils,"10,11,12,1,2,3,4",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,5278.4,7.4,Sprinkler,29.92,235.7,DPL62,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Zaid,Watermelon,"3,4,5,6",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,3082.4,9.2,Sprinkler,20.04,274.3,Sugar Baby,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Zaid,Watermelon,"3,4,5,6",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,3119.7,6.0,Drip,20.04,72.5,Arka Manik,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Zaid,Sunflower,"3,4,5,6",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,3280.2,4.1,Rainfed,25.1,201.8,TNAUSUF7,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Zaid,Sunflower,"3,4,5,6",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,1012.9,4.0,Drip,25.1,51.4,PSH1967,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Zaid,Cucumber,"3,4,5,6",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,2798.3,4.9,Rainfed,31.07,270.7,Pusa Sanyog,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Zaid,Cucumber,"3,4,5,6",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,3466.1,5.3,Rainfed,31.07,55.9,Swarn Ageti,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Zaid,Pumpkin,"3,4,5,6",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,2813.2,4.9,Sprinkler,21.58,150.0,Arka Chandan,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Zaid,Pumpkin,"3,4,5,6",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,5438.7,1.1,Drip,21.58,211.3,Pusa Vishwas,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Zaid,Muskmelon,"3,4,5,6",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,3252.6,9.6,Drip,25.4,190.6,Hara Madhu,0.373
Chhattisgarh,Durg,21.19,81.28,Saline,6.29,397.3,27.0,121.0,0.52,1.5,37.8,29.5,Zaid,Muskmelon,"3,4,5,6",11.9,79.1,19.89,6.6,Medium,34.2,2.5,5.8,1.59,1906.7,2.0,Drip,25.4,161.8,Pusa Madhuras,0.373
Chhattisgarh,Korba,30.526386313177262,80.8488150155317,Laterite,5.94,344.0,22.5,105.5,1.19,1.36,31.4,34.0,Kharif,Rice,"6,7,8,9,10",45.7,82.2,14.2,6.6,Medium,24.0,3.72,3.33,0.73,3780.7,2.3,Sprinkler,29.87,297.0,IR64,0.36
Chhattisgarh,Korba,30.526386313177262,80.8488150155317,Laterite,5.94,344.0,22.5,105.5,1.19,1.36,31.4,34.0,Kharif,Rice,"6,7,8,9,10",45.7,82.2,14.2,6.6,Medium,24.0,3.72,3.33,0.73,4130.4,2.6,Sprinkler,29.87,151.6,Basmati 1121,0.36
Chhattisgarh,Korba,30.526386313177262,80.8488150155317,Laterite,5.94,344.0,22.5,105.5,1.19,1.36,31.4,34.0,Kharif,Rice,"6,7,8,9,10",45.7,82.2,14.2,6.6,Medium,24.0,3.72,3.33,0.73,4670.2,3.8,Flood,29.87,260.4,Swarna,0.36
Chhattisgarh,Korba,30.526386313177262,80.8488150155317,Laterite,5.94,344.0,22.5,105.5,1.19,1.36,31.4,34.0,Kharif,Rice,"6,7,8,9,10",45.7,82.2,14.2,6.6,Medium,24.0,3.72,3.33,0.73,4381.7,3.0,Flood,29.87,139.9,MTU1010,0.36
Chhattisgarh,Korba,30.526386313177262,80.8488150155317,Laterite,5.94,344.0,22.5,105.5,1.19,1.36,31.4,34.0,Kharif,Maize,"6,7,8,9,10",45.7,82.2,14.2,6.6,Medium,24.0,3.72,3.33,0.73,2326.0,3.6,Drip,23.24,150.2,HQPM1,0.36
Chhattisgarh,Korba,30.526386313177262,80.8488150155317,Laterite,5.94,344.0,22.5,105.5,1.19,1.36,31.4,34.0,Kharif,Maize,"6,7,8,9,10",45.7,82.2,14.2,6.6,Medium,24.0,3.72,3.33,0.73,4311.8,6.0,Sprinkler,23.24,142.7,DHM117,0.36
Chhattisgarh,Korba,30.526386313177262,80.8488150155317,Laterite,5.94,344.0,22.5,105.5,1.19,1.36,31.4,34.0,Kharif,Maize,"6,7,8,9,10",45.7,82.2,14.2,6.6,Medium,24.0,3.72,3.33,0.73,4747.2,8.5,Flood,23.24,257.9,Suwan-1,0.36
Chhattisgarh,Korba,30.526386313177262,80.8488150155317,Laterite,5.94,344.0,22.5,105.5,1.19,1.36,31.4,34.0,Kharif,Cotton,"6,7,8,9,10",45.7,82.2,14.2,6.6,Medium,24.0,3.72,3.33,0.73,1054.4,1.6,Sprinkler,71.5,97.6,Bunny Bt,0.36
Chhattisgarh,Korba,30.526386313177262,80.8488150155317,Laterite,5.94,344.0,22.5,105.5,1.19,1.36,31.4,34.0,Kharif,Cotton,"6,7,8,9,10",45.7,82.2,14.2,6.6,Medium,24.0,3.72,3.33,0.73,5399.7,3.3,Sprinkler,71.5,174.5,RCH 134,0.36
Chhattisgarh,Korba,30.526386313177262,80.8488150155317,Laterite,5.94,344.0,22.5,105.5,1.19,1.36,31.4,34.0,Kharif,Cotton,"6,7,8,9,10",45.7,82.2,14.2,6.6,Medium,24.0,3.72,3.33,0.73,1060.5,7.0,Flood,71.5,264.7,LRA 5166,0.36
Chhattisgarh,Korba,30.526386313177262,80.8488150155317,Laterite,5.94,344.0,22.5,105.5,1.19,1.36,31.4,34.0,Kharif,Soybean,"6,7,8,9,10",45.7,82.2,14.2,6.6,Medium,24.0,3.72,3.33,0.73,5153.5,5.1,Flood,38.75,244.3,JS-335,0.36
